name,cuisine,price,rating,city,area,restaurant_link,status,has_online_delivery,has_table_booking,cuisine_count,area_popularity,cost_numeric,cost_category,restaurant_type
Jaipur Zaika,Rajasthani,₹250 for two,3.5,ajmer,police-lines,https://www.zomato.com/ajmer/jaipur-zaika-kotra/info,Closed,No,No,1,18,250,Low,Casual
SABOR By Kesar,"North Indian, Continental, Pasta, Pizza, Salad, Street Food, Desserts, Beverages","₹1,000 for two",4.3,ajmer,police-lines,https://www.zomato.com/ajmer/sabor-by-kesar-kotra/info,Open,Yes,No,8,18,1000,Medium,Premium
Maharao Restaurant & Cafe,"Rajasthani, North Indian, Mughlai, Sandwich, Street Food, Beverages",₹500 for two,,ajmer,police-lines,https://www.zomato.com/ajmer/maharao-restaurant-cafe-2-panchsheel-nagar/info,Closed,Yes,No,6,18,500,Low,Casual
Mango Masala Restaurant,"North Indian, South Indian, Fast Food, Sandwich, Beverages, Desserts","₹1,300 for two",4.7,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/mango-masala-restaurant-india-motor/info,Open,Yes,No,6,18,1300,Medium,Premium
Badu Restaurant,"North Indian, Fast Food, Street Food, South Indian",₹400 for two,,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/badu-restaurant-kotra/info,Open,No,No,4,18,400,Low,Casual
Rominus Pizza And Burger,"Pizza, Burger, Pasta, Wraps, Fast Food",₹600 for two,3.8,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/rominus-pizza-and-burger-ana-sagar-lake/info,Open,Yes,Yes,5,18,600,Low,Casual
Ambrosia Restaurant,"North Indian, Mughlai, Chinese, Oriental, Biryani, Rolls, Italian, Desserts","₹1,400 for two",4.2,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/ambrosia-restaurant-ana-sagar-lake/info,Closed,Yes,No,8,18,1400,Medium,Premium
Hotel Royal Nest,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages","₹1,000 for two",,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/hotel-royal-nest-naya-bazar/info,Open,No,No,6,18,1000,Medium,Premium
Nothing Before Coffee,"Beverages, Coffee, Desserts",₹400 for two,3.9,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/nothing-before-coffee-new-anasagar-chaupati/info,Open,Yes,Yes,3,18,400,Low,Casual
Jaipur Zaika,Rajasthani,₹250 for two,3.5,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/jaipur-zaika-kotra/info,Closed,Yes,No,1,18,250,Low,Casual
SABOR By Kesar,"North Indian, Continental, Pasta, Pizza, Salad, Street Food, Desserts, Beverages","₹1,000 for two",4.3,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/sabor-by-kesar-kotra/info,Open,Yes,Yes,8,18,1000,Medium,Premium
Madan Ji Poha Shop,Street Food,₹300 for two,,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/madan-ji-poha-shop-2-police-lines/info,Closed,No,No,1,18,300,Low,Casual
Mango Masala Restaurant,"North Indian, South Indian, Fast Food, Sandwich, Beverages, Desserts","₹1,300 for two",4.7,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/mango-masala-restaurant-india-motor/info,Open,Yes,No,6,18,1300,Medium,Premium
Badu Restaurant,"North Indian, Fast Food, Street Food, South Indian",₹400 for two,,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/badu-restaurant-kotra/info,Open,Yes,Yes,4,18,400,Low,Casual
Rominus Pizza And Burger,"Pizza, Burger, Pasta, Wraps, Fast Food",₹600 for two,3.8,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/rominus-pizza-and-burger-ana-sagar-lake/info,Open,Yes,No,5,18,600,Low,Casual
Ambrosia Restaurant,"North Indian, Mughlai, Chinese, Oriental, Biryani, Rolls, Italian, Desserts","₹1,400 for two",4.2,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/ambrosia-restaurant-ana-sagar-lake/info,Closed,Yes,No,8,18,1400,Medium,Premium
Hotel Royal Nest,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages","₹1,000 for two",,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/hotel-royal-nest-naya-bazar/info,Open,Yes,No,6,18,1000,Medium,Premium
Nothing Before Coffee,"Beverages, Coffee, Desserts",₹400 for two,3.9,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/nothing-before-coffee-new-anasagar-chaupati/info,Open,No,No,3,18,400,Low,Casual
Jaipur Zaika,Rajasthani,₹250 for two,3.5,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/jaipur-zaika-kotra/info,Closed,Yes,Yes,1,18,250,Low,Casual
SABOR By Kesar,"North Indian, Continental, Pasta, Pizza, Salad, Street Food, Desserts, Beverages","₹1,000 for two",4.3,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/sabor-by-kesar-kotra/info,Open,Yes,Yes,8,18,1000,Medium,Premium
Madan Ji Poha Shop,Street Food,₹300 for two,,ajmer,ana-sagar-lake,https://www.zomato.com/ajmer/madan-ji-poha-shop-2-police-lines/info,Open,Yes,No,1,18,300,Low,Casual
Mango Masala Restaurant,"North Indian, South Indian, Fast Food, Sandwich, Beverages, Desserts","₹1,300 for two",4.7,ajmer,pal-bhichala,https://www.zomato.com/ajmer/mango-masala-restaurant-india-motor/info,Open,Yes,Yes,6,18,1300,Medium,Premium
Badu Restaurant,"North Indian, Fast Food, Street Food, South Indian",₹400 for two,,ajmer,pal-bhichala,https://www.zomato.com/ajmer/badu-restaurant-kotra/info,Open,Yes,Yes,4,18,400,Low,Casual
Rominus Pizza And Burger,"Pizza, Burger, Pasta, Wraps, Fast Food",₹600 for two,3.8,ajmer,pal-bhichala,https://www.zomato.com/ajmer/rominus-pizza-and-burger-ana-sagar-lake/info,Open,No,No,5,18,600,Low,Casual
Ambrosia Restaurant,"North Indian, Mughlai, Chinese, Oriental, Biryani, Rolls, Italian, Desserts","₹1,400 for two",4.2,ajmer,pal-bhichala,https://www.zomato.com/ajmer/ambrosia-restaurant-ana-sagar-lake/info,Closed,No,No,8,18,1400,Medium,Premium
Hotel Royal Nest,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages","₹1,000 for two",,ajmer,pal-bhichala,https://www.zomato.com/ajmer/hotel-royal-nest-naya-bazar/info,Open,No,Yes,6,18,1000,Medium,Premium
Nothing Before Coffee,"Beverages, Coffee, Desserts",₹400 for two,3.9,ajmer,pal-bhichala,https://www.zomato.com/ajmer/nothing-before-coffee-new-anasagar-chaupati/info,Open,Yes,Yes,3,18,400,Low,Casual
Jaipur Zaika,Rajasthani,₹250 for two,3.5,ajmer,pal-bhichala,https://www.zomato.com/ajmer/jaipur-zaika-kotra/info,Open,No,No,1,18,250,Low,Casual
SABOR By Kesar,"North Indian, Continental, Pasta, Pizza, Salad, Street Food, Desserts, Beverages","₹1,000 for two",4.3,ajmer,pal-bhichala,https://www.zomato.com/ajmer/sabor-by-kesar-kotra/info,Open,Yes,Yes,8,18,1000,Medium,Premium
Madan Ji Poha Shop,Street Food,₹300 for two,,ajmer,pal-bhichala,https://www.zomato.com/ajmer/madan-ji-poha-shop-2-police-lines/info,Closed,No,No,1,18,300,Low,Casual
Mango Masala Restaurant,"North Indian, South Indian, Fast Food, Sandwich, Beverages, Desserts","₹1,300 for two",4.7,ajmer,pal-bhichala,https://www.zomato.com/ajmer/mango-masala-restaurant-india-motor/info,Open,Yes,Yes,6,18,1300,Medium,Premium
Badu Restaurant,"North Indian, Fast Food, Street Food, South Indian",₹400 for two,,ajmer,pal-bhichala,https://www.zomato.com/ajmer/badu-restaurant-kotra/info,Open,No,No,4,18,400,Low,Casual
Rominus Pizza And Burger,"Pizza, Burger, Pasta, Wraps, Fast Food",₹600 for two,3.8,ajmer,pal-bhichala,https://www.zomato.com/ajmer/rominus-pizza-and-burger-ana-sagar-lake/info,Open,No,Yes,5,18,600,Low,Casual
Ambrosia Restaurant,"North Indian, Mughlai, Chinese, Oriental, Biryani, Rolls, Italian, Desserts","₹1,400 for two",4.2,ajmer,pal-bhichala,https://www.zomato.com/ajmer/ambrosia-restaurant-ana-sagar-lake/info,Closed,Yes,Yes,8,18,1400,Medium,Premium
Hotel Royal Nest,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages","₹1,000 for two",,ajmer,pal-bhichala,https://www.zomato.com/ajmer/hotel-royal-nest-naya-bazar/info,Open,No,No,6,18,1000,Medium,Premium
Nothing Before Coffee,"Beverages, Coffee, Desserts",₹400 for two,3.9,ajmer,pal-bhichala,https://www.zomato.com/ajmer/nothing-before-coffee-new-anasagar-chaupati/info,Open,Yes,No,3,18,400,Low,Casual
Jaipur Zaika,Rajasthani,₹250 for two,3.5,ajmer,pal-bhichala,https://www.zomato.com/ajmer/jaipur-zaika-kotra/info,Closed,Yes,No,1,18,250,Low,Casual
SABOR By Kesar,"North Indian, Continental, Pasta, Pizza, Salad, Street Food, Desserts, Beverages","₹1,000 for two",4.3,ajmer,pal-bhichala,https://www.zomato.com/ajmer/sabor-by-kesar-kotra/info,Open,No,Yes,8,18,1000,Medium,Premium
Madan Ji Poha Shop,Street Food,₹300 for two,,ajmer,pal-bhichala,https://www.zomato.com/ajmer/madan-ji-poha-shop-2-police-lines/info,Open,Yes,Yes,1,18,300,Low,Casual
Mango Masala Restaurant,"North Indian, South Indian, Fast Food, Sandwich, Beverages, Desserts","₹1,300 for two",4.7,ajmer,railway-quarters,https://www.zomato.com/ajmer/mango-masala-restaurant-india-motor/info,Open,Yes,Yes,6,18,1300,Medium,Premium
Badu Restaurant,"North Indian, Fast Food, Street Food, South Indian",₹400 for two,,ajmer,railway-quarters,https://www.zomato.com/ajmer/badu-restaurant-kotra/info,Open,Yes,Yes,4,18,400,Low,Casual
Rominus Pizza And Burger,"Pizza, Burger, Pasta, Wraps, Fast Food",₹600 for two,3.8,ajmer,railway-quarters,https://www.zomato.com/ajmer/rominus-pizza-and-burger-ana-sagar-lake/info,Open,Yes,No,5,18,600,Low,Casual
Ambrosia Restaurant,"North Indian, Mughlai, Chinese, Oriental, Biryani, Rolls, Italian, Desserts","₹1,400 for two",4.2,ajmer,railway-quarters,https://www.zomato.com/ajmer/ambrosia-restaurant-ana-sagar-lake/info,Open,Yes,No,8,18,1400,Medium,Premium
Hotel Royal Nest,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages","₹1,000 for two",,ajmer,railway-quarters,https://www.zomato.com/ajmer/hotel-royal-nest-naya-bazar/info,Open,Yes,Yes,6,18,1000,Medium,Premium
Nothing Before Coffee,"Beverages, Coffee, Desserts",₹400 for two,3.9,ajmer,railway-quarters,https://www.zomato.com/ajmer/nothing-before-coffee-new-anasagar-chaupati/info,Open,No,No,3,18,400,Low,Casual
Jaipur Zaika,Rajasthani,₹250 for two,3.5,ajmer,railway-quarters,https://www.zomato.com/ajmer/jaipur-zaika-kotra/info,Open,Yes,No,1,18,250,Low,Casual
SABOR By Kesar,"North Indian, Continental, Pasta, Pizza, Salad, Street Food, Desserts, Beverages","₹1,000 for two",4.3,ajmer,railway-quarters,https://www.zomato.com/ajmer/sabor-by-kesar-kotra/info,Open,No,No,8,18,1000,Medium,Premium
Madan Ji Poha Shop,Street Food,₹300 for two,,ajmer,railway-quarters,https://www.zomato.com/ajmer/madan-ji-poha-shop-2-police-lines/info,Closed,Yes,No,1,18,300,Low,Casual
Mango Masala Restaurant,"North Indian, South Indian, Fast Food, Sandwich, Beverages, Desserts","₹1,300 for two",4.7,ajmer,railway-quarters,https://www.zomato.com/ajmer/mango-masala-restaurant-india-motor/info,Open,Yes,Yes,6,18,1300,Medium,Premium
Badu Restaurant,"North Indian, Fast Food, Street Food, South Indian",₹400 for two,,ajmer,railway-quarters,https://www.zomato.com/ajmer/badu-restaurant-kotra/info,Open,No,No,4,18,400,Low,Casual
Rominus Pizza And Burger,"Pizza, Burger, Pasta, Wraps, Fast Food",₹600 for two,3.8,ajmer,railway-quarters,https://www.zomato.com/ajmer/rominus-pizza-and-burger-ana-sagar-lake/info,Open,No,Yes,5,18,600,Low,Casual
Ambrosia Restaurant,"North Indian, Mughlai, Chinese, Oriental, Biryani, Rolls, Italian, Desserts","₹1,400 for two",4.2,ajmer,railway-quarters,https://www.zomato.com/ajmer/ambrosia-restaurant-ana-sagar-lake/info,Open,No,No,8,18,1400,Medium,Premium
Hotel Royal Nest,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages","₹1,000 for two",,ajmer,railway-quarters,https://www.zomato.com/ajmer/hotel-royal-nest-naya-bazar/info,Open,Yes,Yes,6,18,1000,Medium,Premium
Nothing Before Coffee,"Beverages, Coffee, Desserts",₹400 for two,3.9,ajmer,railway-quarters,https://www.zomato.com/ajmer/nothing-before-coffee-new-anasagar-chaupati/info,Open,Yes,Yes,3,18,400,Low,Casual
Jaipur Zaika,Rajasthani,₹250 for two,3.5,ajmer,railway-quarters,https://www.zomato.com/ajmer/jaipur-zaika-kotra/info,Open,No,No,1,18,250,Low,Casual
SABOR By Kesar,"North Indian, Continental, Pasta, Pizza, Salad, Street Food, Desserts, Beverages","₹1,000 for two",4.3,ajmer,railway-quarters,https://www.zomato.com/ajmer/sabor-by-kesar-kotra/info,Open,Yes,No,8,18,1000,Medium,Premium
Madan Ji Poha Shop,Street Food,₹300 for two,,ajmer,railway-quarters,https://www.zomato.com/ajmer/madan-ji-poha-shop-2-police-lines/info,Closed,Yes,No,1,18,300,Low,Casual
Mango Masala Restaurant,"North Indian, South Indian, Fast Food, Sandwich, Beverages, Desserts","₹1,300 for two",4.7,ajmer,kotra,https://www.zomato.com/ajmer/mango-masala-restaurant-india-motor/info,Open,No,Yes,6,18,1300,Medium,Premium
Badu Restaurant,"North Indian, Fast Food, Street Food, South Indian",₹400 for two,,ajmer,kotra,https://www.zomato.com/ajmer/badu-restaurant-kotra/info,Open,No,Yes,4,18,400,Low,Casual
Rominus Pizza And Burger,"Pizza, Burger, Pasta, Wraps, Fast Food",₹600 for two,3.8,ajmer,kotra,https://www.zomato.com/ajmer/rominus-pizza-and-burger-ana-sagar-lake/info,Open,Yes,Yes,5,18,600,Low,Casual
Ambrosia Restaurant,"North Indian, Mughlai, Chinese, Oriental, Biryani, Rolls, Italian, Desserts","₹1,400 for two",4.2,ajmer,kotra,https://www.zomato.com/ajmer/ambrosia-restaurant-ana-sagar-lake/info,Closed,Yes,Yes,8,18,1400,Medium,Premium
Hotel Royal Nest,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages","₹1,000 for two",,ajmer,kotra,https://www.zomato.com/ajmer/hotel-royal-nest-naya-bazar/info,Open,No,No,6,18,1000,Medium,Premium
Nothing Before Coffee,"Beverages, Coffee, Desserts",₹400 for two,3.9,ajmer,kotra,https://www.zomato.com/ajmer/nothing-before-coffee-new-anasagar-chaupati/info,Open,Yes,No,3,18,400,Low,Casual
Jaipur Zaika,Rajasthani,₹250 for two,3.5,ajmer,kotra,https://www.zomato.com/ajmer/jaipur-zaika-kotra/info,Open,Yes,No,1,18,250,Low,Casual
SABOR By Kesar,"North Indian, Continental, Pasta, Pizza, Salad, Street Food, Desserts, Beverages","₹1,000 for two",4.3,ajmer,kotra,https://www.zomato.com/ajmer/sabor-by-kesar-kotra/info,Open,No,No,8,18,1000,Medium,Premium
Madan Ji Poha Shop,Street Food,₹300 for two,,ajmer,kotra,https://www.zomato.com/ajmer/madan-ji-poha-shop-2-police-lines/info,Open,No,No,1,18,300,Low,Casual
Mango Masala Restaurant,"North Indian, South Indian, Fast Food, Sandwich, Beverages, Desserts","₹1,300 for two",4.7,ajmer,kotra,https://www.zomato.com/ajmer/mango-masala-restaurant-india-motor/info,Open,No,Yes,6,18,1300,Medium,Premium
Badu Restaurant,"North Indian, Fast Food, Street Food, South Indian",₹400 for two,,ajmer,kotra,https://www.zomato.com/ajmer/badu-restaurant-kotra/info,Open,No,Yes,4,18,400,Low,Casual
Rominus Pizza And Burger,"Pizza, Burger, Pasta, Wraps, Fast Food",₹600 for two,3.8,ajmer,kotra,https://www.zomato.com/ajmer/rominus-pizza-and-burger-ana-sagar-lake/info,Open,Yes,Yes,5,18,600,Low,Casual
Ambrosia Restaurant,"North Indian, Mughlai, Chinese, Oriental, Biryani, Rolls, Italian, Desserts","₹1,400 for two",4.2,ajmer,kotra,https://www.zomato.com/ajmer/ambrosia-restaurant-ana-sagar-lake/info,Open,Yes,Yes,8,18,1400,Medium,Premium
Hotel Royal Nest,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages","₹1,000 for two",,ajmer,kotra,https://www.zomato.com/ajmer/hotel-royal-nest-naya-bazar/info,Open,No,Yes,6,18,1000,Medium,Premium
Nothing Before Coffee,"Beverages, Coffee, Desserts",₹400 for two,3.9,ajmer,kotra,https://www.zomato.com/ajmer/nothing-before-coffee-new-anasagar-chaupati/info,Open,Yes,Yes,3,18,400,Low,Casual
Jaipur Zaika,Rajasthani,₹250 for two,3.5,ajmer,kotra,https://www.zomato.com/ajmer/jaipur-zaika-kotra/info,Closed,Yes,Yes,1,18,250,Low,Casual
SABOR By Kesar,"North Indian, Continental, Pasta, Pizza, Salad, Street Food, Desserts, Beverages","₹1,000 for two",4.3,ajmer,kotra,https://www.zomato.com/ajmer/sabor-by-kesar-kotra/info,Open,Yes,Yes,8,18,1000,Medium,Premium
Madan Ji Poha Shop,Street Food,₹300 for two,,ajmer,kotra,https://www.zomato.com/ajmer/madan-ji-poha-shop-2-police-lines/info,Open,Yes,No,1,18,300,Low,Casual
Mango Masala Restaurant,"North Indian, South Indian, Fast Food, Sandwich, Beverages, Desserts","₹1,300 for two",4.7,ajmer,ram-ganj,https://www.zomato.com/ajmer/mango-masala-restaurant-india-motor/info,Open,Yes,No,6,18,1300,Medium,Premium
Hotel Royal Nest,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages","₹1,000 for two",,ajmer,ram-ganj,https://www.zomato.com/ajmer/hotel-royal-nest-naya-bazar/info,Open,Yes,Yes,6,18,1000,Medium,Premium
Jaipur Zaika,Rajasthani,₹250 for two,3.5,ajmer,ram-ganj,https://www.zomato.com/ajmer/jaipur-zaika-kotra/info,Open,No,No,1,18,250,Low,Casual
Madan Ji Poha Shop,Street Food,₹300 for two,,ajmer,ram-ganj,https://www.zomato.com/ajmer/madan-ji-poha-shop-2-police-lines/info,Closed,No,No,1,18,300,Low,Casual
Mahadev Ka Dhaba,"North Indian, Rajasthani",₹300 for two,3.7,ajmer,ram-ganj,https://www.zomato.com/ajmer/mahadev-ka-dhaba-india-motor/info,Open,No,No,2,18,300,Low,Casual
Pizzeria By Mango Masala,Pizza,₹400 for two,4.1,ajmer,ram-ganj,https://www.zomato.com/ajmer/pizzeria-by-mango-masala-india-motor/info,Open,No,Yes,1,18,400,Low,Casual
Momos Mania,"Momos, Chinese, Fast Food",₹200 for two,4.6,ajmer,ram-ganj,https://www.zomato.com/ajmer/momos-mania-dhola-bhata-colony/info,Open,Yes,No,3,18,200,Low,Casual
Cake Point,"Bakery, Desserts",₹500 for two,3.8,ajmer,ram-ganj,https://www.zomato.com/ajmer/cake-point-ram-ganj/info,Open,Yes,Yes,2,18,500,Low,Casual
Honeydew,"South Indian, Fast Food, North Indian, Chinese, Mughlai, Beverages",₹600 for two,4.1,ajmer,ram-ganj,https://www.zomato.com/ajmer/honeydew-madar-gate/info,Open,No,Yes,6,18,600,Low,Casual
Mango Masala Restaurant,"North Indian, South Indian, Fast Food, Sandwich, Beverages, Desserts","₹1,300 for two",4.7,ajmer,ram-ganj,https://www.zomato.com/ajmer/mango-masala-restaurant-india-motor/info,Open,No,Yes,6,18,1300,Medium,Premium
Hotel Royal Nest,"North Indian, Chinese, Pizza, Fast Food, Street Food, Beverages","₹1,000 for two",,ajmer,ram-ganj,https://www.zomato.com/ajmer/hotel-royal-nest-naya-bazar/info,Open,Yes,Yes,6,18,1000,Medium,Premium
Jaipur Zaika,Rajasthani,₹250 for two,3.5,ajmer,ram-ganj,https://www.zomato.com/ajmer/jaipur-zaika-kotra/info,Closed,No,No,1,18,250,Low,Casual
Madan Ji Poha Shop,Street Food,₹300 for two,,ajmer,ram-ganj,https://www.zomato.com/ajmer/madan-ji-poha-shop-2-police-lines/info,Closed,No,Yes,1,18,300,Low,Casual
Mahadev Ka Dhaba,"North Indian, Rajasthani",₹300 for two,3.7,ajmer,ram-ganj,https://www.zomato.com/ajmer/mahadev-ka-dhaba-india-motor/info,Open,No,No,2,18,300,Low,Casual
Pizzeria By Mango Masala,Pizza,₹400 for two,4.1,ajmer,ram-ganj,https://www.zomato.com/ajmer/pizzeria-by-mango-masala-india-motor/info,Open,Yes,Yes,1,18,400,Low,Casual
Momos Mania,"Momos, Chinese, Fast Food",₹200 for two,4.6,ajmer,ram-ganj,https://www.zomato.com/ajmer/momos-mania-dhola-bhata-colony/info,Closed,Yes,No,3,18,200,Low,Casual
Cake Point,"Bakery, Desserts",₹500 for two,3.8,ajmer,ram-ganj,https://www.zomato.com/ajmer/cake-point-ram-ganj/info,Open,No,No,2,18,500,Low,Casual
Honeydew,"South Indian, Fast Food, North Indian, Chinese, Mughlai, Beverages",₹600 for two,4.1,ajmer,ram-ganj,https://www.zomato.com/ajmer/honeydew-madar-gate/info,Open,Yes,No,6,18,600,Low,Casual
The Hazelnut Factory,"Healthy Food, Waffle, Desserts","₹1,500 for two",4.6,allahabad,colonel-ganj,https://www.zomato.com/allahabad/the-hazelnut-factory-civil-lines/info,Open,No,Yes,3,18,1500,High,Luxury
Kamdhenu Sweets,"Mithai, Bakery, Desserts, Ice Cream, Street Food, Fast Food",₹350 for two,4.1,allahabad,colonel-ganj,https://www.zomato.com/allahabad/kamdhenu-sweets-1-civil-lines/info,Open,No,Yes,6,18,350,Low,Casual
McDonald's,"Burger, Fast Food, Beverages, Coffee, Cafe",₹500 for two,4,allahabad,colonel-ganj,https://www.zomato.com/allahabad/mcdonalds-civil-lines/info,Open,Yes,No,5,18,500,Low,Casual
Theobroma,Bakery,₹500 for two,3.7,allahabad,colonel-ganj,https://www.zomato.com/allahabad/theobroma-civil-lines/info,Open,No,Yes,1,18,500,Low,Casual
Curry Leaf,"North Indian, South Indian, Fast Food, Desserts, Street Food, Ice Cream, Beverages",₹500 for two,4.9,allahabad,colonel-ganj,https://www.zomato.com/allahabad/curry-leaf-civil-lines/info,Open,Yes,No,7,18,500,Low,Casual
Shri Sainik Sweets Pvt. Ltd.,"Mithai, Desserts",₹500 for two,4.8,allahabad,colonel-ganj,https://www.zomato.com/allahabad/shri-sainik-sweets-pvt-ltd-ashok-nagar/info,Open,Yes,Yes,2,18,500,Low,Casual
Emerald By Rudraksh,"North Indian, Biryani, Asian, Chinese, Continental, Italian, Desserts","₹2,350 for two",,allahabad,colonel-ganj,https://www.zomato.com/allahabad/emerald-by-rudraksh-ashok-nagar/info,Open,Yes,No,7,18,2350,High,Luxury
